Level	Rule Name	Subject	Property	Value
ERROR	duplicate_definition	BTO:0005102	IAO:0000115	Human tongue squamous cell carcinoma cell line.	
ERROR	duplicate_definition	BTO:0006058	IAO:0000115	Human tongue squamous cell carcinoma cell line.	
ERROR	duplicate_definition	BTO:0004173	IAO:0000115	Human T cell leukemia cell line; established from the peripheral blood of a 5-year-old girl with T cell acute lymphoblastic leukemia (T-ALL) at relapse in 1984.	
ERROR	duplicate_definition	BTO:0004174	IAO:0000115	Human T cell leukemia cell line; established from the peripheral blood of a 5-year-old girl with T cell acute lymphoblastic leukemia (T-ALL) at relapse in 1984.	
ERROR	duplicate_definition	BTO:0004171	IAO:0000115	Human T cell leukemia cell line; established from the bone marrow of a 2-year-old girl with T-ALL (T cell acute lymphoblastic leukemia, FAB L2) at relapse in 1983.	
ERROR	duplicate_definition	BTO:0004172	IAO:0000115	Human T cell leukemia cell line; established from the bone marrow of a 2-year-old girl with T-ALL (T cell acute lymphoblastic leukemia, FAB L2) at relapse in 1983.	
ERROR	duplicate_definition	BTO:0004438	IAO:0000115	Human squamous cell carcinoma cell line.	
ERROR	duplicate_definition	BTO:0004440	IAO:0000115	Human squamous cell carcinoma cell line.	
ERROR	duplicate_definition	BTO:0004441	IAO:0000115	Human squamous cell carcinoma cell line.	
ERROR	duplicate_definition	BTO:0004442	IAO:0000115	Human squamous cell carcinoma cell line.	
ERROR	duplicate_definition	BTO:0004443	IAO:0000115	Human squamous cell carcinoma cell line.	
ERROR	duplicate_definition	BTO:0004873	IAO:0000115	Human squamous carcinoma cell line.	
ERROR	duplicate_definition	BTO:0005163	IAO:0000115	Human squamous carcinoma cell line.	
ERROR	duplicate_definition	BTO:0004427	IAO:0000115	Human small cell lung cancer cell line.	
ERROR	duplicate_definition	BTO:0005439	IAO:0000115	Human small cell lung cancer cell line.	
ERROR	duplicate_definition	BTO:0005442	IAO:0000115	Human small cell lung cancer cell line.	
ERROR	duplicate_definition	BTO:0005499	IAO:0000115	Human small cell lung cancer cell line.	
ERROR	duplicate_definition	BTO:0005377	IAO:0000115	Human rhabdomyosarcoma cell line.	
ERROR	duplicate_definition	BTO:0005378	IAO:0000115	Human rhabdomyosarcoma cell line.	
ERROR	duplicate_definition	BTO:0005380	IAO:0000115	Human rhabdomyosarcoma cell line.	
ERROR	duplicate_definition	BTO:0002899	IAO:0000115	Human retinal pigment epithelial cell line.	
ERROR	duplicate_definition	BTO:0004595	IAO:0000115	Human retinal pigment epithelial cell line.	
ERROR	duplicate_definition	BTO:0003729	IAO:0000115	Human renal cell carcinoma cell line.	
ERROR	duplicate_definition	BTO:0003730	IAO:0000115	Human renal cell carcinoma cell line.	
ERROR	duplicate_definition	BTO:0003846	IAO:0000115	Human renal cell carcinoma cell line.	
ERROR	duplicate_definition	BTO:0003847	IAO:0000115	Human renal cell carcinoma cell line.	
ERROR	duplicate_definition	BTO:0004221	IAO:0000115	Human renal cell carcinoma cell line.	
ERROR	duplicate_definition	BTO:0004781	IAO:0000115	Human renal cell carcinoma cell line.	
ERROR	duplicate_definition	BTO:0002403	IAO:0000115	Human renal cell carcinoma (RCC) cell line.	
ERROR	duplicate_definition	BTO:0003731	IAO:0000115	Human renal cell carcinoma (RCC) cell line.	
ERROR	duplicate_definition	BTO:0003732	IAO:0000115	Human renal cell carcinoma (RCC) cell line, obtained by primary culturing of a clear cell carcinoma.	
ERROR	duplicate_definition	BTO:0003733	IAO:0000115	Human renal cell carcinoma (RCC) cell line, obtained by primary culturing of a clear cell carcinoma.	
ERROR	duplicate_definition	BTO:0003734	IAO:0000115	Human renal cell carcinoma (RCC) cell line, obtained by primary culturing of a clear cell carcinoma.	
ERROR	duplicate_definition	BTO:0003714	IAO:0000115	Human renal carcinoma cell line.	
ERROR	duplicate_definition	BTO:0003715	IAO:0000115	Human renal carcinoma cell line.	
ERROR	duplicate_definition	BTO:0003193	IAO:0000115	Human renal cancer cell line.	
ERROR	duplicate_definition	BTO:0003194	IAO:0000115	Human renal cancer cell line.	
ERROR	duplicate_definition	BTO:0003195	IAO:0000115	Human renal cancer cell line.	
ERROR	duplicate_definition	BTO:0003196	IAO:0000115	Human renal cancer cell line.	
ERROR	duplicate_definition	BTO:0003197	IAO:0000115	Human renal cancer cell line.	
ERROR	duplicate_definition	BTO:0003198	IAO:0000115	Human renal cancer cell line.	
ERROR	duplicate_definition	BTO:0003199	IAO:0000115	Human renal cancer cell line.	
ERROR	duplicate_definition	BTO:0003200	IAO:0000115	Human renal cancer cell line.	
ERROR	duplicate_definition	BTO:0003201	IAO:0000115	Human renal cancer cell line.	
ERROR	duplicate_definition	BTO:0003202	IAO:0000115	Human renal cancer cell line.	
ERROR	duplicate_definition	BTO:0003203	IAO:0000115	Human renal cancer cell line.	
ERROR	duplicate_definition	BTO:0004234	IAO:0000115	Human renal cancer cell line.	
ERROR	duplicate_definition	BTO:0001062	IAO:0000115	Human prostate cancer cell line.	
ERROR	duplicate_definition	BTO:0002006	IAO:0000115	Human prostate cancer cell line.	
ERROR	duplicate_definition	BTO:0003215	IAO:0000115	Human prostate cancer cell line.	
ERROR	duplicate_definition	BTO:0003464	IAO:0000115	Human prostate cancer cell line.	
ERROR	duplicate_definition	BTO:0005071	IAO:0000115	Human prostate cancer cell line.	
ERROR	duplicate_definition	BTO:0005217	IAO:0000115	Human prostate cancer cell line.	
ERROR	duplicate_definition	BTO:0005220	IAO:0000115	Human prostate cancer cell line.	
ERROR	duplicate_definition	BTO:0005352	IAO:0000115	Human prostate cancer cell line.	
ERROR	duplicate_definition	BTO:0004818	IAO:0000115	Human primary melanocyte cell line.	
ERROR	duplicate_definition	BTO:0004819	IAO:0000115	Human primary melanocyte cell line.	
ERROR	duplicate_definition	BTO:0004820	IAO:0000115	Human primary melanocyte cell line.	
ERROR	duplicate_definition	BTO:0004821	IAO:0000115	Human primary melanocyte cell line.	
ERROR	duplicate_definition	BTO:0003856	IAO:0000115	Human pancreatic neuroendocrine tumor cell line.	
ERROR	duplicate_definition	BTO:0005500	IAO:0000115	Human pancreatic neuroendocrine tumor cell line.	
ERROR	duplicate_definition	BTO:0003493	IAO:0000115	Human pancreatic ductal adenocarcinoma cell line.	
ERROR	duplicate_definition	BTO:0006099	IAO:0000115	Human pancreatic ductal adenocarcinoma cell line.	
ERROR	duplicate_definition	BTO:0003285	IAO:0000115	Human pancreatic cancer cell line; established from surgically resected, primary carcinoma tissue.	
ERROR	duplicate_definition	BTO:0003286	IAO:0000115	Human pancreatic cancer cell line; established from surgically resected, primary carcinoma tissue.	
ERROR	duplicate_definition	BTO:0002137	IAO:0000115	Human pancreatic cancer cell line.	
ERROR	duplicate_definition	BTO:0003267	IAO:0000115	Human pancreatic cancer cell line.	
ERROR	duplicate_definition	BTO:0003440	IAO:0000115	Human pancreatic cancer cell line.	
ERROR	duplicate_definition	BTO:0003441	IAO:0000115	Human pancreatic cancer cell line.	
ERROR	duplicate_definition	BTO:0003491	IAO:0000115	Human pancreatic cancer cell line.	
ERROR	duplicate_definition	BTO:0004571	IAO:0000115	Human pancreatic cancer cell line.	
ERROR	duplicate_definition	BTO:0004848	IAO:0000115	Human pancreatic cancer cell line.	
ERROR	duplicate_definition	BTO:0005191	IAO:0000115	Human pancreatic cancer cell line.	
ERROR	duplicate_definition	BTO:0003549	IAO:0000115	Human pancreatic cancer cell line, obtained from liver metastases of pancreatic tumors.	
ERROR	duplicate_definition	BTO:0003551	IAO:0000115	Human pancreatic cancer cell line, obtained from liver metastases of pancreatic tumors.	
ERROR	duplicate_definition	BTO:0002864	IAO:0000115	Human pancreatic adenocarcinoma cell line.	
ERROR	duplicate_definition	BTO:0002865	IAO:0000115	Human pancreatic adenocarcinoma cell line.	
ERROR	duplicate_definition	BTO:0003303	IAO:0000115	Human pancreatic adenocarcinoma cell line.	
ERROR	duplicate_definition	BTO:0005179	IAO:0000115	Human pancreatic adenocarcinoma cell line.	
ERROR	duplicate_definition	BTO:0005398	IAO:0000115	Human pancreatic adenocarcinoma cell line.	
ERROR	duplicate_definition	BTO:0005880	IAO:0000115	Human paediatric glioma cell line.	
ERROR	duplicate_definition	BTO:0005881	IAO:0000115	Human paediatric glioma cell line.	
ERROR	duplicate_definition	BTO:0005888	IAO:0000115	Human paediatric glioma cell line.	
ERROR	duplicate_definition	BTO:0001870	IAO:0000115	Human ovary carcinoma cell line.	
ERROR	duplicate_definition	BTO:0002575	IAO:0000115	Human ovary carcinoma cell line.	
ERROR	duplicate_definition	BTO:0002556	IAO:0000115	Human ovarian surface epithelial (HOSE) cells as a model for ovarian carcinogenesis. Two cultures from two different patients were established, HOSE-A and HOSE-B.	
ERROR	duplicate_definition	BTO:0002557	IAO:0000115	Human ovarian surface epithelial (HOSE) cells as a model for ovarian carcinogenesis. Two cultures from two different patients were established, HOSE-A and HOSE-B.	
ERROR	duplicate_definition	BTO:0004969	IAO:0000115	Human ovarian clear cell adenocarcinoma cell line.	
ERROR	duplicate_definition	BTO:0004970	IAO:0000115	Human ovarian clear cell adenocarcinoma cell line.	
ERROR	duplicate_definition	BTO:0004485	IAO:0000115	Human ovarian cell line.	
ERROR	duplicate_definition	BTO:0004486	IAO:0000115	Human ovarian cell line.	
ERROR	duplicate_definition	BTO:0004923	IAO:0000115	Human ovarian carcinoma cell line; derived from serous cystadenocarcinoma.	
ERROR	duplicate_definition	BTO:0004924	IAO:0000115	Human ovarian carcinoma cell line; derived from serous cystadenocarcinoma.	
ERROR	duplicate_definition	BTO:0004925	IAO:0000115	Human ovarian carcinoma cell line; derived from serous cystadenocarcinoma.	
ERROR	duplicate_definition	BTO:0002549	IAO:0000115	Human ovarian carcinoma cell line.	
ERROR	duplicate_definition	BTO:0002550	IAO:0000115	Human ovarian carcinoma cell line.	
ERROR	duplicate_definition	BTO:0002590	IAO:0000115	Human ovarian carcinoma cell line.	
ERROR	duplicate_definition	BTO:0004246	IAO:0000115	Human ovarian carcinoma cell line.	
ERROR	duplicate_definition	BTO:0004247	IAO:0000115	Human ovarian carcinoma cell line.	
ERROR	duplicate_definition	BTO:0006361	IAO:0000115	Human ovarian carcinoma cell line.	
ERROR	duplicate_definition	BTO:0003502	IAO:0000115	Human ovarian carcinoma cell line from serous papillary adenocarcinoma.	
ERROR	duplicate_definition	BTO:0003503	IAO:0000115	Human ovarian carcinoma cell line from serous papillary adenocarcinoma.	
ERROR	duplicate_definition	BTO:0003498	IAO:0000115	Human ovarian carcinoma cell line from clear cell adenocarcinoma.	
ERROR	duplicate_definition	BTO:0003499	IAO:0000115	Human ovarian carcinoma cell line from clear cell adenocarcinoma.	
ERROR	duplicate_definition	BTO:0003500	IAO:0000115	Human ovarian carcinoma cell line from clear cell adenocarcinoma.	
ERROR	duplicate_definition	BTO:0003501	IAO:0000115	Human ovarian carcinoma cell line from clear cell adenocarcinoma.	
ERROR	duplicate_definition	BTO:0002560	IAO:0000115	Human ovarian cancer cell line.	
ERROR	duplicate_definition	BTO:0002561	IAO:0000115	Human ovarian cancer cell line.	
ERROR	duplicate_definition	BTO:0002562	IAO:0000115	Human ovarian cancer cell line.	
ERROR	duplicate_definition	BTO:0002630	IAO:0000115	Human ovarian cancer cell line.	
ERROR	duplicate_definition	BTO:0004487	IAO:0000115	Human ovarian cancer cell line.	
ERROR	duplicate_definition	BTO:0005796	IAO:0000115	Human ovarian adenocarcinoma cell line.	
ERROR	duplicate_definition	BTO:0005797	IAO:0000115	Human ovarian adenocarcinoma cell line.	
ERROR	duplicate_definition	BTO:0005798	IAO:0000115	Human ovarian adenocarcinoma cell line.	
ERROR	duplicate_definition	BTO:0003923	IAO:0000115	Human osteosarcoma cell line; this line is a revertant of KHOS/NP (R-970-5) cell line that no longer has a rescuable Kirsten murine sarcoma virus genome.	
ERROR	duplicate_definition	BTO:0003924	IAO:0000115	Human osteosarcoma cell line; this line is a revertant of KHOS/NP (R-970-5) cell line that no longer has a rescuable Kirsten murine sarcoma virus genome.	
ERROR	duplicate_definition	BTO:0001938	IAO:0000115	Human osteosarcoma cell line.	
ERROR	duplicate_definition	BTO:0003877	IAO:0000115	Human osteosarcoma cell line.	
ERROR	duplicate_definition	BTO:0002025	IAO:0000115	Human oral squamous cell carcinoma cell line.	
ERROR	duplicate_definition	BTO:0004003	IAO:0000115	Human oral squamous cell carcinoma cell line.	
ERROR	duplicate_definition	BTO:0004006	IAO:0000115	Human oral squamous cell carcinoma cell line.	
ERROR	duplicate_definition	BTO:0006030	IAO:0000115	Human oral squamous cell carcinoma cell line.	
ERROR	duplicate_definition	BTO:0005968	IAO:0000115	Human oral cancer cell line.	
ERROR	duplicate_definition	BTO:0005969	IAO:0000115	Human oral cancer cell line.	
ERROR	duplicate_definition	BTO:0004434	IAO:0000115	Human normal mammary epithelial cell line.	
ERROR	duplicate_definition	BTO:0006202	IAO:0000115	Human normal mammary epithelial cell line.	
ERROR	duplicate_definition	BTO:0004182	IAO:0000115	Human non-small cell lung cancer cell line.	
ERROR	duplicate_definition	BTO:0004426	IAO:0000115	Human non-small cell lung cancer cell line.	
ERROR	duplicate_definition	BTO:0004824	IAO:0000115	Human non-small cell lung cancer cell line.	
ERROR	duplicate_definition	BTO:0005308	IAO:0000115	Human non-small cell lung cancer cell line.	
ERROR	duplicate_definition	BTO:0004886	IAO:0000115	Human non-small cell lung cancer (NSCLC) cell line.	
ERROR	duplicate_definition	BTO:0004887	IAO:0000115	Human non-small cell lung cancer (NSCLC) cell line.	
ERROR	duplicate_definition	BTO:0005072	IAO:0000115	Human neuroblastoma tumor cell line.	
ERROR	duplicate_definition	BTO:0005073	IAO:0000115	Human neuroblastoma tumor cell line.	
ERROR	duplicate_definition	BTO:0000935	IAO:0000115	Human neuroblastoma cell line.	
ERROR	duplicate_definition	BTO:0003439	IAO:0000115	Human neuroblastoma cell line.	
ERROR	duplicate_definition	BTO:0003534	IAO:0000115	Human neuroblastoma cell line.	
ERROR	duplicate_definition	BTO:0003535	IAO:0000115	Human neuroblastoma cell line.	
ERROR	duplicate_definition	BTO:0003546	IAO:0000115	Human neuroblastoma cell line.	
ERROR	duplicate_definition	BTO:0003547	IAO:0000115	Human neuroblastoma cell line.	
ERROR	duplicate_definition	BTO:0003548	IAO:0000115	Human neuroblastoma cell line.	
ERROR	duplicate_definition	BTO:0004654	IAO:0000115	Human neuroblastoma cell line.	
ERROR	duplicate_definition	BTO:0004782	IAO:0000115	Human neuroblastoma cell line.	
ERROR	duplicate_definition	BTO:0004871	IAO:0000115	Human neuroblastoma cell line.	
ERROR	duplicate_definition	BTO:0005103	IAO:0000115	Human neuroblastoma cell line.	
ERROR	duplicate_definition	BTO:0005253	IAO:0000115	Human neuroblastoma cell line.	
ERROR	duplicate_definition	BTO:0005254	IAO:0000115	Human neuroblastoma cell line.	
ERROR	duplicate_definition	BTO:0005846	IAO:0000115	Human neuroblastoma cell line.	
ERROR	duplicate_definition	BTO:0005872	IAO:0000115	Human neuroblastoma cell line.	
ERROR	duplicate_definition	BTO:0006052	IAO:0000115	Human neuroblastoma cell line.	
ERROR	duplicate_definition	BTO:0006053	IAO:0000115	Human neuroblastoma cell line.	
ERROR	duplicate_definition	BTO:0006054	IAO:0000115	Human neuroblastoma cell line.	
ERROR	duplicate_definition	BTO:0006055	IAO:0000115	Human neuroblastoma cell line.	
ERROR	duplicate_definition	BTO:0006056	IAO:0000115	Human neuroblastoma cell line.	
ERROR	duplicate_definition	BTO:0006118	IAO:0000115	Human neuroblastoma cell line.	
ERROR	duplicate_definition	BTO:0006213	IAO:0000115	Human neuroblastoma cell line.	
ERROR	duplicate_definition	BTO:0002710	IAO:0000115	Human neck squamous cell carcinoma cell line.	
ERROR	duplicate_definition	BTO:0002712	IAO:0000115	Human neck squamous cell carcinoma cell line.	
ERROR	duplicate_definition	BTO:0002713	IAO:0000115	Human neck squamous cell carcinoma cell line.	
ERROR	duplicate_definition	BTO:0002714	IAO:0000115	Human neck squamous cell carcinoma cell line.	
ERROR	duplicate_definition	BTO:0002715	IAO:0000115	Human neck squamous cell carcinoma cell line.	
ERROR	duplicate_definition	BTO:0002716	IAO:0000115	Human neck squamous cell carcinoma cell line.	
ERROR	duplicate_definition	BTO:0002717	IAO:0000115	Human neck squamous cell carcinoma cell line.	
ERROR	duplicate_definition	BTO:0002718	IAO:0000115	Human neck squamous cell carcinoma cell line.	
ERROR	duplicate_definition	BTO:0003961	IAO:0000115	Human nasopharyngeal carcinoma cell line.	
ERROR	duplicate_definition	BTO:0003962	IAO:0000115	Human nasopharyngeal carcinoma cell line.	
ERROR	duplicate_definition	BTO:0004895	IAO:0000115	Human nasopharyngeal carcinoma cell line.	
ERROR	duplicate_definition	BTO:0005250	IAO:0000115	Human nasopharyngeal carcinoma cell line.	
ERROR	duplicate_definition	BTO:0006009	IAO:0000115	Human nasopharyngeal carcinoma cell line.	
ERROR	duplicate_definition	BTO:0006135	IAO:0000115	Human nasopharyngeal carcinoma cell line.	
ERROR	duplicate_definition	BTO:0006136	IAO:0000115	Human nasopharyngeal carcinoma cell line.	
ERROR	duplicate_definition	BTO:0006139	IAO:0000115	Human nasopharyngeal carcinoma cell line.	
ERROR	duplicate_definition	BTO:0002130	IAO:0000115	Human metastatic melanoma cell line.	
ERROR	duplicate_definition	BTO:0003710	IAO:0000115	Human metastatic melanoma cell line.	
ERROR	duplicate_definition	BTO:0005174	IAO:0000115	Human metastatic melanoma cell line.	
ERROR	duplicate_definition	BTO:0003999	IAO:0000115	Human mesothelioma cell line.	
ERROR	duplicate_definition	BTO:0004000	IAO:0000115	Human mesothelioma cell line.	
ERROR	duplicate_definition	BTO:0004001	IAO:0000115	Human mesothelioma cell line.	
ERROR	duplicate_definition	BTO:0004515	IAO:0000115	Human meningioma cell line.	
ERROR	duplicate_definition	BTO:0004516	IAO:0000115	Human meningioma cell line.	
ERROR	duplicate_definition	BTO:0004517	IAO:0000115	Human meningioma cell line.	
ERROR	duplicate_definition	BTO:0000525	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0001667	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0002016	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0002140	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0002830	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0002941	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0002942	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0002943	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0002944	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0002945	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0002946	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0002947	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0002948	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0002949	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0002950	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0002951	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0002956	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0002957	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0002958	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0002961	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0002962	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0002963	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0002964	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0002965	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0002968	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0002969	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0003270	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0003467	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0003476	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0003728	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0003983	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0003984	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0003985	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0003986	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0003988	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0004152	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0004233	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0004618	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0004994	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0005041	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0005042	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0005043	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0005060	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0005062	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0005063	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0005064	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0005069	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0005070	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0005333	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0005427	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0005428	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0005709	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0005710	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0005711	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0005712	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0005713	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0005714	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0005715	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0005716	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0005717	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0005718	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0005780	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0005848	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0006007	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0006303	IAO:0000115	Human melanoma cell line.	
ERROR	duplicate_definition	BTO:0003789	IAO:0000115	Human melanoma cell line, deficient of mismatch repair genes MMR.	
ERROR	duplicate_definition	BTO:0003790	IAO:0000115	Human melanoma cell line, deficient of mismatch repair genes MMR.	
ERROR	duplicate_definition	BTO:0006142	IAO:0000115	Human melanocyte melanoma cell line. Recent studies have generated questions about the origin of the parent cell line, MDA-MB-435. Gene expression analysis of the cells produced microarrays in which MDA-MB-435 clustered with cell lines of melanoma origin instead of breast.	
ERROR	duplicate_definition	BTO:0006145	IAO:0000115	Human melanocyte melanoma cell line. Recent studies have generated questions about the origin of the parent cell line, MDA-MB-435. Gene expression analysis of the cells produced microarrays in which MDA-MB-435 clustered with cell lines of melanoma origin instead of breast.	
ERROR	duplicate_definition	BTO:0004328	IAO:0000115	Human medulloblastoma cell line.	
ERROR	duplicate_definition	BTO:0004329	IAO:0000115	Human medulloblastoma cell line.	
ERROR	duplicate_definition	BTO:0004330	IAO:0000115	Human medulloblastoma cell line.	
ERROR	duplicate_definition	BTO:0004331	IAO:0000115	Human medulloblastoma cell line.	
ERROR	duplicate_definition	BTO:0004332	IAO:0000115	Human medulloblastoma cell line.	
ERROR	duplicate_definition	BTO:0005135	IAO:0000115	Human medulloblastoma cell line.	
ERROR	duplicate_definition	BTO:0003444	IAO:0000115	Human mammary gland primary ductal carcinoma cell line.	
ERROR	duplicate_definition	BTO:0005295	IAO:0000115	Human mammary gland primary ductal carcinoma cell line.	
ERROR	duplicate_definition	BTO:0001939	IAO:0000115	Human mammary epithelial cell line.	
ERROR	duplicate_definition	BTO:0002544	IAO:0000115	Human mammary epithelial cell line.	
ERROR	duplicate_definition	BTO:0002769	IAO:0000115	Human mammary epithelial cell line.	
ERROR	duplicate_definition	BTO:0003756	IAO:0000115	Human malignant mesothelioma cell line with a fibroblast like phenotype.	
ERROR	duplicate_definition	BTO:0003757	IAO:0000115	Human malignant mesothelioma cell line with a fibroblast like phenotype.	
ERROR	duplicate_definition	BTO:0004879	IAO:0000115	Human malignant glioma cell line.	
ERROR	duplicate_definition	BTO:0004880	IAO:0000115	Human malignant glioma cell line.	
ERROR	duplicate_definition	BTO:0006125	IAO:0000115	Human lymphoblastoid cell line; established from A-T (Ataxia telangiectasia) patients by Epstein-Barr virus immortalization.	
ERROR	duplicate_definition	BTO:0006126	IAO:0000115	Human lymphoblastoid cell line; established from A-T (Ataxia telangiectasia) patients by Epstein-Barr virus immortalization.	
ERROR	duplicate_definition	BTO:0003706	IAO:0000115	Human lymphoblastoid cell line.	
ERROR	duplicate_definition	BTO:0003707	IAO:0000115	Human lymphoblastoid cell line.	
ERROR	duplicate_definition	BTO:0005425	IAO:0000115	Human lung squamous cell carcinoma cell line.	
ERROR	duplicate_definition	BTO:0006027	IAO:0000115	Human lung squamous cell carcinoma cell line.	
ERROR	duplicate_definition	BTO:0002876	IAO:0000115	Human lung adenocarcinoma cell line.	
ERROR	duplicate_definition	BTO:0002877	IAO:0000115	Human lung adenocarcinoma cell line.	
ERROR	duplicate_definition	BTO:0003340	IAO:0000115	Human lung adenocarcinoma cell line.	
ERROR	duplicate_definition	BTO:0003341	IAO:0000115	Human lung adenocarcinoma cell line.	
ERROR	duplicate_definition	BTO:0003342	IAO:0000115	Human lung adenocarcinoma cell line.	
ERROR	duplicate_definition	BTO:0003343	IAO:0000115	Human lung adenocarcinoma cell line.	
ERROR	duplicate_definition	BTO:0003344	IAO:0000115	Human lung adenocarcinoma cell line.	
ERROR	duplicate_definition	BTO:0005015	IAO:0000115	Human lung adenocarcinoma cell line.	
ERROR	duplicate_definition	BTO:0005440	IAO:0000115	Human lung adenocarcinoma cell line.	
ERROR	duplicate_definition	BTO:0006028	IAO:0000115	Human lung adenocarcinoma cell line.	
ERROR	duplicate_definition	BTO:0006285	IAO:0000115	Human lung adenocarcinoma cell line.	
ERROR	duplicate_definition	BTO:0002221	IAO:0000115	Human lens epithelial cell line.	
ERROR	duplicate_definition	BTO:0003071	IAO:0000115	Human lens epithelial cell line.	
ERROR	duplicate_definition	BTO:0003072	IAO:0000115	Human lens epithelial cell line.	
ERROR	duplicate_definition	BTO:0002711	IAO:0000115	Human larynx squamous cell carcinoma cell line.	
ERROR	duplicate_definition	BTO:0004020	IAO:0000115	Human larynx squamous cell carcinoma cell line.	
ERROR	duplicate_definition	BTO:0004021	IAO:0000115	Human larynx squamous cell carcinoma cell line.	
ERROR	duplicate_definition	BTO:0004022	IAO:0000115	Human larynx squamous cell carcinoma cell line.	
